,id_str,created_at,full_text,sentiment,sentiment_label,sentiment_score
126,1483773280788094979,2022-01-19 12:08:11+00:00, will not support aquamarine 2 due to amber heard.,"[{'label': 'Negative', 'score': 0.7639264464378357}]",Negative,0.7639264464378357
127,1483772286071095297,2022-01-19 12:04:14+00:00," i don't need to see either. i'm just not interested in what's going on in pandora anymore, and i won't watch any movie with amber heard in it.","[{'label': 'Negative', 'score': 0.8924072980880737}]",Negative,0.8924072980880737
128,1483768041251155975,2022-01-19 11:47:22+00:00,  *especially if amber heard is in it,"[{'label': 'Neutral', 'score': 0.8334473967552185}]",Neutral,0.8334473967552185
129,1483767221772066818,2022-01-19 11:44:07+00:00, avatar 2 because aquaman 2 has amber heard in it.,"[{'label': 'Neutral', 'score': 0.8211475014686584}]",Neutral,0.8211475014686584
130,1483766782041235457,2022-01-19 11:42:22+00:00, amber heard’s aquaman 2? hard pass.,"[{'label': 'Neutral', 'score': 0.6606009602546692}]",Neutral,0.6606009602546692
131,1483766620182962178,2022-01-19 11:41:43+00:00," avatar 2, not even a question, i can’t stand amber heard in anymore movies now that i know what kind of person she is. #boycottwb","[{'label': 'Negative', 'score': 0.939863383769989}]",Negative,0.939863383769989
132,1483764599803498497,2022-01-19 11:33:42+00:00," reality #1: one or both of the films will be moved from this release date (just box office reality).

reality #2: a majority of the responses here are based on people's opinion on the amber heard/johnny depp situation.

now you know.","[{'label': 'Neutral', 'score': 0.8012950420379639}]",Neutral,0.8012950420379639
133,1483764552378593281,2022-01-19 11:33:30+00:00," nope not even gonna bother with aquaman2 it's got a floating turd in it #justiceforjohnnydepp 💜 

avatar  2 i don't know yet 

#moonknight  looks interesting","[{'label': 'Negative', 'score': 0.602786660194397}]",Negative,0.602786660194397
134,1483764383524216843,2022-01-19 11:32:50+00:00," aquaman. amber heard is easy on the eyes. 

avatar is 20 years too late. https://t.co/rrz1ryy2f0","[{'label': 'Neutral', 'score': 0.47464919090270996}]",Neutral,0.47464919090270996
135,1483760066427703296,2022-01-19 11:15:41+00:00, amber heard doesn’t deserve our money so no i will not,"[{'label': 'Negative', 'score': 0.8287423253059387}]",Negative,0.8287423253059387
136,1483759206952013824,2022-01-19 11:12:16+00:00, no one's gonna see a2 if amber heard's gonna be in it. #justiceforjohnnydepp,"[{'label': 'Negative', 'score': 0.8244552612304688}]",Negative,0.8244552612304688
137,1483758707255255044,2022-01-19 11:10:17+00:00, won't be watching if amber heard is in there. not going to support a movie that lets an abuser keep her position.,"[{'label': 'Negative', 'score': 0.9142258167266846}]",Negative,0.9142258167266846
138,1483758208829243392,2022-01-19 11:08:18+00:00, well avatar 2 dosent have a known abuser like amber heard in it so i’m gonna go see that instead. ain’t no way i’m gonna contribute to filling the pockets of amber heard,"[{'label': 'Negative', 'score': 0.8340077996253967}]",Negative,0.8340077996253967
139,1483757920252743682,2022-01-19 11:07:09+00:00," avatar all the way!! #justiceforjohnnydepp #johnnydepp
#amberheardisaliar #amberheardisanabuser https://t.co/1bq8qcapax","[{'label': 'Positive', 'score': 0.6574064493179321}]",Positive,0.6574064493179321
140,1483756226186194946,2022-01-19 11:00:25+00:00, i'm not watching anything that has amber heard in it,"[{'label': 'Negative', 'score': 0.5933419466018677}]",Negative,0.5933419466018677
141,1483756000456892416,2022-01-19 10:59:32+00:00," watching both as every normal human being.
couldn't care less about amber heard's private life.
she has great chemistry with momoa and is hot.","[{'label': 'Positive', 'score': 0.9114875793457031}]",Positive,0.9114875793457031
142,1483755122786250755,2022-01-19 10:56:02+00:00, the one that lacks amber heard.,"[{'label': 'Neutral', 'score': 0.530022919178009}]",Neutral,0.530022919178009
143,1483754438263201796,2022-01-19 10:53:19+00:00,  avatar had an amazing world and visuals that alone is worth watching it for. i remember watching it in cinema and the 3d for first time was actually utilised well. il also be watching aquaman despite amber heard that's not going to stop me watching . plus she will be hardly seen.,"[{'label': 'Positive', 'score': 0.9659671187400818}]",Positive,0.9659671187400818
144,1483797932868608008,2022-01-19 13:46:09+00:00," #boycottaquaman2
#boycottwarnerbros
#boycottamberheard
#amberheardisanabuser she also loves to record people illegally. attacks her own sister whitney....
#amberheardisaracict
#amberheardisagolddigger
#amberheardisaliar
#justiceforjohnnydepp https://t.co/l3rhs3q5fw","[{'label': 'Negative', 'score': 0.8835752010345459}]",Negative,0.8835752010345459
145,1483797891294674948,2022-01-19 13:45:59+00:00, not watching anything with amber heard in it.,"[{'label': 'Negative', 'score': 0.5891053080558777}]",Negative,0.5891053080558777
146,1483796225908523015,2022-01-19 13:39:22+00:00," probably neither

1) i don’t wanna watch a movie with amber heard 

2) i lost interest in avatar since 2011","[{'label': 'Negative', 'score': 0.7463598251342773}]",Negative,0.7463598251342773
147,1483795536260251648,2022-01-19 13:36:38+00:00," as much as i fucking hate amber heard, i will watch aquaman out of respect to james and wan.","[{'label': 'Negative', 'score': 0.7219297885894775}]",Negative,0.7219297885894775
148,1483793854805467143,2022-01-19 13:29:57+00:00," yo, is amber heard still there? sorry, momoa, but if i see something it's gonna be avatar","[{'label': 'Neutral', 'score': 0.6984987258911133}]",Neutral,0.6984987258911133
149,1483793119586004992,2022-01-19 13:27:01+00:00, i came here for the amber hate and you did not disappoint! #boycottwb #amberheardisanabuser #justiceforjohnnydepp,"[{'label': 'Negative', 'score': 0.8697591423988342}]",Negative,0.8697591423988342
150,1483792621898190854,2022-01-19 13:25:03+00:00," avatar, aquaman deserves to be boycott for having miss abuser amber heard in it :)","[{'label': 'Negative', 'score': 0.8731300234794617}]",Negative,0.8731300234794617
151,1483791023553847300,2022-01-19 13:18:42+00:00, probably avatar 2. i'm not watching anything with amber heard in it.,"[{'label': 'Negative', 'score': 0.6117379665374756}]",Negative,0.6117379665374756
152,1483790434661015556,2022-01-19 13:16:21+00:00, if they had recast amber heard yeah. not only is she a terrible actress but her history of abuse is fucked up. avatar 2 can take my money instead.,"[{'label': 'Negative', 'score': 0.9527083039283752}]",Negative,0.9527083039283752
153,1483789564036714497,2022-01-19 13:12:54+00:00," avatar 2, maybe. aquaman 2, definitely not. 👍

#amberheardisanabuser","[{'label': 'Neutral', 'score': 0.6575261950492859}]",Neutral,0.6575261950492859
154,1483788899583418372,2022-01-19 13:10:15+00:00," no. avatar is just why at this point, and i won’t support amber heard. but hey, at least we now know why momoa wouldn’t speak out about her. lost a lot of respect for him now, too.","[{'label': 'Negative', 'score': 0.8316340446472168}]",Negative,0.8316340446472168
155,1483784873789771782,2022-01-19 12:54:15+00:00," hard pass on am, u can thank amber heard. guess i’m going to watch an updated version of avatar 🙄","[{'label': 'Negative', 'score': 0.49704572558403015}]",Negative,0.49704572558403015
156,1483814356605353984,2022-01-19 14:51:25+00:00, only avatar 2 screw aquaman 2 since wb is keeping amber. heard in the movie,"[{'label': 'Negative', 'score': 0.5895904302597046}]",Negative,0.5895904302597046
157,1483813590821920777,2022-01-19 14:48:22+00:00, i won’t watch aquaman because i don’t give a shit and amber heard.,"[{'label': 'Negative', 'score': 0.8922421336174011}]",Negative,0.8922421336174011
158,1483813512220758017,2022-01-19 14:48:03+00:00, is amber heard in aquaman 2?  if she is then no,"[{'label': 'Neutral', 'score': 0.8093295693397522}]",Neutral,0.8093295693397522
159,1483813511436414985,2022-01-19 14:48:03+00:00, been waiting for avatar 2 for a decade. as for aquaman 2... well i won't be paying to watch amber heard.,"[{'label': 'Negative', 'score': 0.7322959303855896}]",Negative,0.7322959303855896
160,1483812918999326722,2022-01-19 14:45:42+00:00, i would love to watch aquaman 2 but amber heard is involved and i’m not watching anything that she’s involved in,"[{'label': 'Negative', 'score': 0.6695042848587036}]",Negative,0.6695042848587036
161,1483812800980000772,2022-01-19 14:45:14+00:00," #amberheardisaliar and an abuser, so hard pass on aquaman 2.","[{'label': 'Negative', 'score': 0.9402345418930054}]",Negative,0.9402345418930054
162,1483812647489486853,2022-01-19 14:44:37+00:00, i have literally zero interest in any more avatar movies and amber heard is the sole reason i am not seeing aquaman 2,"[{'label': 'Negative', 'score': 0.8422717452049255}]",Negative,0.8422717452049255
163,1483812572101066752,2022-01-19 14:44:19+00:00, will amber heard still be in aquaman? then i'll be watching avatar 2 🤣,"[{'label': 'Neutral', 'score': 0.7803273797035217}]",Neutral,0.7803273797035217
164,1483812292815093763,2022-01-19 14:43:13+00:00," no, mainly because i'm actually not interested in these movies. their prequels were fine, but i didn't find them interesting enough that i'd want more. i might check avatar 2 out months from now if i'm bored, but aquaman 2? nah, thanks to amber heard.","[{'label': 'Negative', 'score': 0.8528602719306946}]",Negative,0.8528602719306946
165,1483810784148967426,2022-01-19 14:37:13+00:00, i’ll definitely be watching avatar 2 but i’d rather stick pins in my eyes than watch anything with amber heard in it.,"[{'label': 'Negative', 'score': 0.7061520218849182}]",Negative,0.7061520218849182
166,1483810655274782725,2022-01-19 14:36:42+00:00, avatar. should have ditched amber heard when you had the chance.,"[{'label': 'Negative', 'score': 0.8270481824874878}]",Negative,0.8270481824874878
167,1483809044137664524,2022-01-19 14:30:18+00:00," avatar 2, hard pass on aquaman with amber heard.","[{'label': 'Neutral', 'score': 0.6882014274597168}]",Neutral,0.6882014274597168
168,1483806399851384837,2022-01-19 14:19:48+00:00, honestly i’ll more than likely watch avatar 2 over aquaman 2. wb really fucked up when they kept amber heard as mera. so until that bitch is gone i’m sticking with avatar 2,"[{'label': 'Negative', 'score': 0.8505376577377319}]",Negative,0.8505376577377319
169,1483803516430954507,2022-01-19 14:08:20+00:00, i refuse to support anything with amber heard in it. #justiceforjohnnydepp,"[{'label': 'Negative', 'score': 0.894749641418457}]",Negative,0.894749641418457
170,1483802947863527424,2022-01-19 14:06:05+00:00," i don't want to see amber heard. so, i'll watch avatar 2.

#amberheardisanabuser
#amberheardisaliar
#fireamberheard","[{'label': 'Negative', 'score': 0.8620593547821045}]",Negative,0.8620593547821045
171,1483802173666435083,2022-01-19 14:03:00+00:00, i don't watch anything amber heard is involved in.,"[{'label': 'Negative', 'score': 0.5769509077072144}]",Negative,0.5769509077072144
172,1483801385577721863,2022-01-19 13:59:52+00:00," i will watch aquaman on hbomax if it drops there. it’s a comic book movie so i gotta watch it because of the universe it takes place in. don’t get me wrong, fuck amber heard, but i still gotta watch. jason might need the money for after the divorce.","[{'label': 'Positive', 'score': 0.5656174421310425}]",Positive,0.5656174421310425
173,1483801218598248451,2022-01-19 13:59:12+00:00, amber heard is in aquaman 2 right? i'll be pirating that movie if that's the case.,"[{'label': 'Neutral', 'score': 0.6839703321456909}]",Neutral,0.6839703321456909
174,1483799935166423042,2022-01-19 13:54:06+00:00, which one doesn't have amber heard? there's your answer.,"[{'label': 'Neutral', 'score': 0.6944021582603455}]",Neutral,0.6944021582603455
175,1483799924491923458,2022-01-19 13:54:04+00:00, won‘t support amber heard but probably gonna check out avatar…it‘s james cameron. it‘s gonna be good.,"[{'label': 'Positive', 'score': 0.8446970582008362}]",Positive,0.8446970582008362
176,1483890447084924928,2022-01-19 19:53:46+00:00, the one without amber heard,"[{'label': 'Neutral', 'score': 0.7637219429016113}]",Neutral,0.7637219429016113
177,1483888451690844168,2022-01-19 19:45:50+00:00, #boycottaquaman #boycottaquaman2 #boycottwarnerbros  #justiceforjohnnydepp #amberheardisanabuser,"[{'label': 'Neutral', 'score': 0.5246526598930359}]",Neutral,0.5246526598930359
178,1483886239459819520,2022-01-19 19:37:03+00:00,  what do you have against amber heard?,"[{'label': 'Neutral', 'score': 0.8430539965629578}]",Neutral,0.8430539965629578
179,1483884831444377601,2022-01-19 19:31:27+00:00," common knowledge that amber heard is abusive. leave depp out of it: she was arrested for committing dv against her girlfriend at the time, tasya van ree. she assaulted her and broke her necklace. they didn't pursue it only bc she wasn't a resident of the state, but was arrested","[{'label': 'Negative', 'score': 0.7988450527191162}]",Negative,0.7988450527191162
180,1483884342078324740,2022-01-19 19:29:31+00:00," yes, and tell amber heard i love her https://t.co/nzpg8lafhf","[{'label': 'Positive', 'score': 0.9091106057167053}]",Positive,0.9091106057167053
181,1483880678882119681,2022-01-19 19:14:57+00:00," regardless of what anyone thinks, avatar 2 is going to be a huge success. every cameron movie is. also… amber heard is a lying succubus with zero talent and i won’t be watching aquaman","[{'label': 'Positive', 'score': 0.671860933303833}]",Positive,0.671860933303833
182,1483878523265814534,2022-01-19 19:06:23+00:00," absolutely will be watching avatar 2. however, until amber heard gets what she deserves i'm staying far away from aquacuck.","[{'label': 'Neutral', 'score': 0.5590893030166626}]",Neutral,0.5590893030166626
183,1483878342713651207,2022-01-19 19:05:40+00:00, i have never and will never watch any movie featuring amber heard,"[{'label': 'Negative', 'score': 0.7076482772827148}]",Negative,0.7076482772827148
184,1483843640900431872,2022-01-19 16:47:47+00:00, i'm not sure about watching avatar 2 yet but i definitely will not watch aquaman 2. i'm not watching anything with amber heard in it,"[{'label': 'Negative', 'score': 0.8015568852424622}]",Negative,0.8015568852424622
185,1483842212865601536,2022-01-19 16:42:06+00:00, lmao they really said we know no one is gonna watch this movie because of amber heard so let’s release it on the same day as the biggest movie of all time then we can blame it on that.,"[{'label': 'Negative', 'score': 0.8267267942428589}]",Negative,0.8267267942428589
186,1483841094089687047,2022-01-19 16:37:39+00:00, all the nope to any film with #amberheardisanabuser in it.,"[{'label': 'Negative', 'score': 0.726552426815033}]",Negative,0.726552426815033
187,1483838320207486980,2022-01-19 16:26:38+00:00," neither. never cared about the thought of alien dances with wolves, and i don’t support abusers like amber heard.","[{'label': 'Negative', 'score': 0.8095350861549377}]",Negative,0.8095350861549377
188,1483838196727308291,2022-01-19 16:26:09+00:00," i refuse to watch anything with amber heard. i feel bad for jason, but as a victim of abuse myself, supporting an abuser is my line in the sand. my 1 ticket may not make a difference in the box office numbers, but at least i will be true to myself. #amberheardisanabuser","[{'label': 'Negative', 'score': 0.8856040239334106}]",Negative,0.8856040239334106
189,1483835345947054083,2022-01-19 16:14:49+00:00, if amber heard is on the payroll i am avoiding it.,"[{'label': 'Negative', 'score': 0.6837279200553894}]",Negative,0.6837279200553894
190,1483833309817888775,2022-01-19 16:06:44+00:00,  too much cgi in both for my liking.  and terrible actors like amber heard,"[{'label': 'Negative', 'score': 0.9474231004714966}]",Negative,0.9474231004714966
191,1483832957576134658,2022-01-19 16:05:20+00:00, nope. fire amber heard,"[{'label': 'Neutral', 'score': 0.7283063530921936}]",Neutral,0.7283063530921936
192,1483831239421349895,2022-01-19 15:58:30+00:00, fuuuuuuck aquaman 2 as long as amber heard is apart of that franchise,"[{'label': 'Negative', 'score': 0.9131829142570496}]",Negative,0.9131829142570496
193,1483905963916673026,2022-01-19 20:55:26+00:00," why are you even asking?  warner bros had no problem hiring amber heard for aquaman though it is a fact she lied about abuse, about donating to sick children and she abused her ex husband. 
#justiceforjohnnydeppvirginia2022","[{'label': 'Negative', 'score': 0.8489022850990295}]",Negative,0.8489022850990295
194,1483905781934211072,2022-01-19 20:54:42+00:00, i’ll admire jason mamoa and his beauty from afar. i just don’t care aquaman even though the first one was cute. i’d prefer avatar. i’ll have cbm fatigue after doctor strange mvom. plus that amber heard chick is still on it i heard? that’s lame.,"[{'label': 'Negative', 'score': 0.4340512454509735}]",Negative,0.4340512454509735
195,1483903686870929408,2022-01-19 20:46:23+00:00," avatar 2 i cannot wait, i really enjoyed the first one. it is so visually pleasing.....aquawho? is amber heard still in it? not a chance i'll even waste 5 seconds of my precious time.","[{'label': 'Positive', 'score': 0.8958120346069336}]",Positive,0.8958120346069336
196,1483903292321288194,2022-01-19 20:44:49+00:00, absolutely not!  not with amber heard. lied about donating millions to sick kids. lied about abuse. committed perjury. insulted genuine dv survivors.,"[{'label': 'Negative', 'score': 0.9060947299003601}]",Negative,0.9060947299003601
197,1483900044264628227,2022-01-19 20:31:54+00:00, not seeing a movie with amber heard in it,"[{'label': 'Negative', 'score': 0.5284448862075806}]",Negative,0.5284448862075806
198,1483898728654200836,2022-01-19 20:26:41+00:00," turd movie? no way in hell. #amberturd got $7m in divorce money, and initiated articles in sun and wp to distract audience from the fact she was keeping it. #fireamberheard #justiceforjohnnydepp https://t.co/pfwjdrien3","[{'label': 'Negative', 'score': 0.8961241841316223}]",Negative,0.8961241841316223
199,1483894440469188617,2022-01-19 20:09:38+00:00," i feel for #jasonmomoa, its a shame his film will be avoided by so many and marred by the fact  kept a self confessed abuser (who is as wooden as wooden can be 'acting') ignoring all the audio and video evidence. they deserve it, he doesn't. #amberheardisaliar","[{'label': 'Negative', 'score': 0.9200899004936218}]",Negative,0.9200899004936218
200,1483920187699056647,2022-01-19 21:51:57+00:00, i won’t support aquaman 2 because of amber heard but i will pirate it,"[{'label': 'Neutral', 'score': 0.570144534111023}]",Neutral,0.570144534111023
201,1483919838938550276,2022-01-19 21:50:34+00:00, avatar 2 because fuck amber heard!,"[{'label': 'Negative', 'score': 0.8264176845550537}]",Negative,0.8264176845550537
202,1483917107469426691,2022-01-19 21:39:42+00:00," aquaman, no! i will never watch abuser amber heard.","[{'label': 'Negative', 'score': 0.8988807797431946}]",Negative,0.8988807797431946
203,1483916400435605505,2022-01-19 21:36:54+00:00," avatar 2 is a about a decade too late for me to care about it, and i'll poke my own eye out before helping to advance amber heard's career in any way","[{'label': 'Negative', 'score': 0.9019857048988342}]",Negative,0.9019857048988342
204,1483915022866825218,2022-01-19 21:31:25+00:00,"    .... a thread asking if people will watch aquaman 2, for your enjoyment 😂
#justiceforjohnnydepp #boycottwb #amberheardisanabuser #amberheardisaliar","[{'label': 'Neutral', 'score': 0.6077109575271606}]",Neutral,0.6077109575271606
205,1483912616435142656,2022-01-19 21:21:52+00:00, i know i won't be watching aquaman 2 #amberheardisanabuser https://t.co/onhw5zlb6j,"[{'label': 'Negative', 'score': 0.7077462077140808}]",Negative,0.7077462077140808
206,1483910910683004937,2022-01-19 21:15:05+00:00," no to aquaman since they kept the abuser.

 #amberheardisanabuser","[{'label': 'Negative', 'score': 0.604169487953186}]",Negative,0.604169487953186
207,1483860271433396225,2022-01-19 17:53:52+00:00,  i like amber heard. she is very attractive.,"[{'label': 'Positive', 'score': 0.976704478263855}]",Positive,0.976704478263855
208,1483860165170712576,2022-01-19 17:53:26+00:00,  i am watching it for amber heard,"[{'label': 'Neutral', 'score': 0.894736647605896}]",Neutral,0.894736647605896
209,1483858209928617986,2022-01-19 17:45:40+00:00," nope. i don’t pay my hard earned money to watch abusers thanks.

#amberheardisanabuser 
#justiceforjohnnydepp https://t.co/z3lus360co","[{'label': 'Negative', 'score': 0.8445176482200623}]",Negative,0.8445176482200623
210,1483858064914714628,2022-01-19 17:45:06+00:00, #boycottwb #amberheardisanabuser,"[{'label': 'Negative', 'score': 0.8520007729530334}]",Negative,0.8520007729530334
211,1483857872748437508,2022-01-19 17:44:20+00:00, definitely watching avatar 2! aquaman would've been a good watch if amber heard wasn't in it,"[{'label': 'Positive', 'score': 0.9153209328651428}]",Positive,0.9153209328651428
212,1483857614501027841,2022-01-19 17:43:18+00:00,"  louder for the people at the back 👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻👏🏻

#amberheardisanabuser","[{'label': 'Positive', 'score': 0.9097638130187988}]",Positive,0.9097638130187988
213,1483855239488884750,2022-01-19 17:33:52+00:00," avatar, yes, aquaman will probably pirate as long as they hire that abuser amber heard","[{'label': 'Neutral', 'score': 0.48413002490997314}]",Neutral,0.48413002490997314
214,1483852420165902340,2022-01-19 17:22:40+00:00," don’t really care about avatar, not watching aquaman because of amber heard","[{'label': 'Negative', 'score': 0.5728414058685303}]",Negative,0.5728414058685303
215,1483851169784950788,2022-01-19 17:17:42+00:00, hard pass on aquashit. #amberheardisanabuser,"[{'label': 'Neutral', 'score': 0.7057408094406128}]",Neutral,0.7057408094406128
216,1483847435902455810,2022-01-19 17:02:51+00:00, avatar 2 yes but i'm not watching any movie with amber heard in it,"[{'label': 'Negative', 'score': 0.48773568868637085}]",Negative,0.48773568868637085
217,1483845763872567298,2022-01-19 16:56:13+00:00, guess we're gonna go see avatar. they don't have abuser turd in it....#amberheardisanabuser #amberheardisaliar,"[{'label': 'Negative', 'score': 0.45617860555648804}]",Negative,0.45617860555648804
218,1485750189617029121,2022-01-24 23:03:43+00:00,"    justice andrew nicol also dismissed witnesses who were medical professionals and security personnel in favor of amber heard’s friends testimony 
heard is recorded on hours of audios admitting to abusing johnny depp and nicol dismissed that because he said she wasn’t under oath","[{'label': 'Negative', 'score': 0.5754350423812866}]",Negative,0.5754350423812866
219,1485749651513004036,2022-01-24 23:01:35+00:00,    justice andrew nicol in his judgement in the uk also concluded that amber heard could not throw a can of red bull at johnny depp because she didn’t drink it and that she could not have thrown her purse at him because she was wearing pajamas,"[{'label': 'Neutral', 'score': 0.7852359414100647}]",Neutral,0.7852359414100647
220,1485715001017094150,2022-01-24 20:43:54+00:00,"   https://t.co/oi4hbuotcv…

the judge in the johnny depp libel action concluded that “the great majority of alleged assaults” on amber heard by the pirates of the caribbean star had been “proved to the civil standard”.","[{'label': 'Neutral', 'score': 0.765973687171936}]",Neutral,0.765973687171936
221,1484294316860260358,2022-01-20 22:38:36+00:00, no debate... avatar 2! i will not watch a movie with amber heard in it. she should have been fired!,"[{'label': 'Negative', 'score': 0.9327268600463867}]",Negative,0.9327268600463867
222,1483969782441713667,2022-01-20 01:09:01+00:00," i absolutely won't be watching  aquaman 2 because amber heard is supposedly in it. 
#justiceforjohnnydeppvirginia2022 
#amberheardistherealabuser 
#amberheardisaliar","[{'label': 'Negative', 'score': 0.9276648759841919}]",Negative,0.9276648759841919
223,1483965391357587459,2022-01-20 00:51:34+00:00," one has amber heard, the other doesn't. everyone pretty much knows which movie is going to be seen by more people at this point lol.","[{'label': 'Neutral', 'score': 0.8021015524864197}]",Neutral,0.8021015524864197
224,1484252492166750209,2022-01-20 19:52:24+00:00, nope! #justiceforjohnnydepp,"[{'label': 'Neutral', 'score': 0.4399479925632477}]",Neutral,0.4399479925632477
225,1483981074216669191,2022-01-20 01:53:53+00:00, who wants to watch anything with amber heard in it? disgusting. https://t.co/hgz0gj4lpj,"[{'label': 'Negative', 'score': 0.9257739186286926}]",Negative,0.9257739186286926
226,1483972253612138497,2022-01-20 01:18:50+00:00," i'll watch avatar 2 but there's no way i would watch aquaman 2. amber heard is an abuser who bragged about donating money to sick children when in fact she did not donate anything. besides that, it's not like her acting skills are out of this world.","[{'label': 'Negative', 'score': 0.8718227744102478}]",Negative,0.8718227744102478
227,1483972171290619906,2022-01-20 01:18:31+00:00, i’ll be boycotting the movie with the domestic abuser amber heard.,"[{'label': 'Negative', 'score': 0.9026768803596497}]",Negative,0.9026768803596497
228,1484000526371074048,2022-01-20 03:11:11+00:00, i might watch avatar 2 but will never watch anything with amber heard she abused johnny depp yet   kept her and fired him i and all of us want #justiceforjohnnydepp,"[{'label': 'Negative', 'score': 0.8370897769927979}]",Negative,0.8370897769927979
229,1483987344202076164,2022-01-20 02:18:48+00:00, as much as i llooovveeddd aquaman ima have to go with avatar ( in 3 d) just cause i’ve waited all these years for a sequel!! i’m still going to see aquaman. i don’t care about the amber heard drama 🤷🏽‍♀️,"[{'label': 'Positive', 'score': 0.8671424984931946}]",Positive,0.8671424984931946
230,1484261343628832775,2022-01-20 20:27:35+00:00," aquaman 2 definitely 

look i understand the amber heard stuff i really do and i totally agree 

but if we go into every movie with hat sentimentally then we’re never gonna watch any movie again 

and there are even rumours that amber is not even in the movie that much anyway","[{'label': 'Neutral', 'score': 0.47427693009376526}]",Neutral,0.47427693009376526
231,1484195744915542016,2022-01-20 16:06:55+00:00, now let me think...a film with a spouse beater aka amber heard in it or avatar 2. that'll be avatar2 for the win!!,"[{'label': 'Positive', 'score': 0.7965681552886963}]",Positive,0.7965681552886963
232,1484195614032375814,2022-01-20 16:06:24+00:00," no way , not with that flappy fish market . #amberheardisaliar 
#amberheardtheabuser 
#justiceforjohnnydeppvirginia2022","[{'label': 'Negative', 'score': 0.8106698989868164}]",Negative,0.8106698989868164
233,1484155490452004866,2022-01-20 13:26:57+00:00, no because f**k amber heard. i'll spend my $$ to see the new avatar,"[{'label': 'Negative', 'score': 0.6019716858863831}]",Negative,0.6019716858863831
234,1484151933904596992,2022-01-20 13:12:49+00:00, if aquaman has amber heard in it i’m not watching any dc film ever again. shit is fucking disgusting.,"[{'label': 'Negative', 'score': 0.9495391845703125}]",Negative,0.9495391845703125
235,1484012479466414082,2022-01-20 03:58:41+00:00," neither, i don't like avatar, overrated af, and amber heard is a big no for me","[{'label': 'Negative', 'score': 0.9192109704017639}]",Negative,0.9192109704017639
236,1484007340643090434,2022-01-20 03:38:16+00:00," virgin amber heard: played as a supporting character and abuse jack sparrow actor like a p*ssy.

chad jason momoa: not only played as a main character but also cared about the fans, especially with danny sheehan who had cancer at a very young age.","[{'label': 'Neutral', 'score': 0.5686149001121521}]",Neutral,0.5686149001121521
237,1484003051782475776,2022-01-20 03:21:13+00:00," avatar, yes. aquaman, no. i do not support abusers like ah. #justiceforjohnnydepp","[{'label': 'Negative', 'score': 0.8667568564414978}]",Negative,0.8667568564414978
238,1484022726335606787,2022-01-20 04:39:24+00:00, i'd rather watch avatar because it has a lack of amber heard in it,"[{'label': 'Negative', 'score': 0.6559895873069763}]",Negative,0.6559895873069763
239,1484018154288386055,2022-01-20 04:21:14+00:00," hopefully avatar is going to be a visual spectacle worth watching on imax theaters
aquaman is just going to be another ugly super hero movie with badly finished cgi and amber heard was sacked.
so... avatar obviously","[{'label': 'Positive', 'score': 0.6881209015846252}]",Positive,0.6881209015846252
240,1484094026513289219,2022-01-20 09:22:43+00:00, i’ll never watch anything with amber heard in it again. not even the rum diary. actually not sure if i want to watch wb or disney at all. at least i still love books lots more time to read ☺️,"[{'label': 'Negative', 'score': 0.5177717804908752}]",Negative,0.5177717804908752
241,1484090950494285828,2022-01-20 09:10:30+00:00, big no! i cringe when i see anything with amber heard in it. she's a con artist not an actress #boycottaquaman2,"[{'label': 'Negative', 'score': 0.9199932813644409}]",Negative,0.9199932813644409
242,1484086090248114177,2022-01-20 08:51:11+00:00, #amberheardisanabuser,"[{'label': 'Neutral', 'score': 0.9032965302467346}]",Neutral,0.9032965302467346
243,1484129058921320453,2022-01-20 11:41:56+00:00, james cameron is the blockbuster king.  aquaman has amber heard in it.  obviously avatar 2.,"[{'label': 'Positive', 'score': 0.8025496006011963}]",Positive,0.8025496006011963
244,1484170890937917443,2022-01-20 14:28:09+00:00, ill pay to watch avatar 2 but not aqm2. not supporting anything involving that crazy domestic abuser. #justiceforjohnnydepp,"[{'label': 'Negative', 'score': 0.8903487920761108}]",Negative,0.8903487920761108
245,1484220405581856769,2022-01-20 17:44:54+00:00, #amberheardisanabuser #amberheardisafraud #amberheardisaliar #amberheardperjury #amberheardbeatjohnny #amberheardbeattasya #amberheardbeatwhitney #amberheardcharityfraud #amberhearddidnotdonate #amberheardfakedevidence #amberheardisacriminal #boycottwb ,"[{'label': 'Negative', 'score': 0.9117453694343567}]",Negative,0.9117453694343567
246,1483952562801983495,2022-01-20 00:00:36+00:00, no. i'll wait till aquaman 2's on hbo max or abuser amber heard is fired,"[{'label': 'Neutral', 'score': 0.4814700782299042}]",Neutral,0.4814700782299042
247,1484107482507231236,2022-01-20 10:16:11+00:00, well avatar was the most overrated movie of all time and aquaman has retained amber heard despite the fact she's a gaslighting psychopath so i think i'll just save myself some ££ and a few hours and stay at home. 😬,"[{'label': 'Negative', 'score': 0.9241207242012024}]",Negative,0.9241207242012024
248,1484096014902562818,2022-01-20 09:30:37+00:00, ever since the daily mail tapes released i haven't watched a single film with amber heard in it and i won't be changing that any time soon.,"[{'label': 'Negative', 'score': 0.7445608973503113}]",Negative,0.7445608973503113
